60      29.0
70      34.0
70      34.6
70      30.3
70      26.9
70      28.2
70      29.1
70      28.7
70      29.0
70      30.9
70      28.7
70      30.1
70      31.4
70      32.4
70      35.2
80      28.0
80      24.0
80      26.0
80      31.6
80      29.2
80      21.5
80      28.4
80      32.6
80      30.5
80      27.8
80      30.2
80      32.6
80      29.1
80      23.8
80      19.2
80      31.0
80      26.5
80      26.7
80      33.2
80      23.8
80      25.3
80      28.8
80      30.3
80      24.7
80      23.9
80      27.0
80      29.1
80      21.3
80      32.6
80      30.0
80      25.9
80      27.2
80      23.9
80      27.6
80      29.8
80      30.4
80      25.0
80      33.7
80      25.0
80      25.4
80      25.1
80      27.4
80      27.4
80      28.7
80      29.0
80      25.7
80      26.3
80      26.1
80      26.3
80      33.6
80      25.8
80      28.2
80      25.8
80      20.4
80      26.7
80      29.9
80      23.9
80      25.5
80      24.1
80      24.5
80      27.0
80      26.0
80      25.5
80      24.8
80      29.1
80      26.8
80      26.5
80      26.9
80      27.0
80      26.7
80      22.7
80      25.9
80      26.2
80      29.6
80      26.4
80      27.3
80      27.4
80      26.1
80      23.7
80      27.7
80      26.5
80      28.3
80      25.3
80      26.4
90      23.9
90      26.3
90      23.8
90      26.7
90      26.1
90      27.2
90      25.0
90      24.8
90      24.9
90      24.2
90      23.7
90      23.8
90      26.2
90      25.8
90      25.6
90      26.2
90      26.3
90      21.5
90      23.9
90      19.1
90      30.7
90      27.7
90      25.2
90      24.3
90      20.6
90      24.9
90      18.2
90      31.1
90      22.0
90      24.1
90      25.8
90      26.9
90      24.6
90      27.0
90      23.8
90      21.9
90      24.0
90      25.3
90      23.3
90      29.8
90      21.6
90      27.4
90      25.7
90      25.6
90      23.4
90      25.4
90      26.0
90      24.6
90      26.4
90      28.6
90      26.5
90      20.0
90      20.4
90      19.5
90      26.4
90      25.8
90      28.3
90      25.1
90      22.5
90      22.0
90      26.1
90      27.8
90      24.9
90      24.9
90      23.2
90      22.6
90      25.4
90      22.9
90      25.0
90      20.7
90      26.2
90      25.0
90      26.4
90      24.8
90      22.5
90      24.6
90      23.3
90      22.8
90      24.0
90      26.0
90      25.6
90      28.1
90      24.5
90      23.5
90      26.2
90      22.7
90      23.9
90      28.7
90      22.4
90      20.3
90      21.2
90      23.1
90      27.0
90      23.7
90      18.9
90      25.6
90      17.1
90      20.3
90      21.0
90      25.9
90      17.4
90      25.5
90      20.0
90      24.5
90      21.4
90      23.8
90      23.2
90      22.9
100     26.0
100     11.4
100     21.8
100     23.0
100     24.5
100     24.2
100     22.3
100     21.5
100     20.8
100     19.9
100     21.7
100     17.4
100     20.8
100     23.9
100     23.6
100     19.5
100     19.0
100     18.1
100     19.1
100     22.6
100     20.0
100     19.6
100     18.3
100     19.7
100     22.1
100     19.3
100     20.7
100     23.9
100     19.2
100     21.1
100     19.9
100     21.8
100     19.0
100     18.8
100     22.4
100     20.5
100     20.6
100     18.4
100     18.1
100     20.8
100     22.3
100     22.1
100     19.0
100     18.2
100     20.0
100     19.1
100     22.0
100     19.7
100     17.9
100     20.0
100     19.0
100     19.9
100     20.0
100     21.4
100     20.9
100     21.5
100     22.6
100     20.0
110     20.2
110     14.0
110     16.8
110     19.3
110     20.0
110     22.9
110     19.4
110     18.4
110     17.2
110     17.9
110     16.1
110     14.4
110     19.7
110     18.0
110     16.6
110     17.6
120     18.2
120     18.6
120     15.3
120     18.2
120     12.6
120     17.9
120     11.0
120     10.5
120     14.7
120     16.3
120     15.3
130     14.5
130     13.8
130     11.8
140     11.1
140     10.5 
